no,hvdc_code,mr#,commercial_invoice_no.,invoice_date,po_no.,vendor,category,main_description_(po),sub_description,incoterms,currency,invoice_value__(a),freight__(b),insurance__(c),cif_value__(a+b+c),coe,pol,pod,b/l_no./__awb_no.,vessel_name/__flight_no.,vessel_imo_no.,shipping_line,forwarder,ship__mode,pkg,20dc,40dc,40hq,45hq,20ot(in),20ot(oh),40ot(in),40ot(oh),20fr(in),40fr(in),20fr(fv),40fr(ow),"20fr(ow,oh)","40fr(ow,oh)","40fr(ow,ol)",lcl,qty_of_cntr,g_bulk,o_bulk,h_bulk,gwt__(kg),cbm,r/t__(grand-_total),a_cwt(kg),etd,atd,eta,ata,attestation__date,do_collection,customs__start,customs__close,custom__code,duty_amt__(aed),vat_amt__(aed),shu,mir,das,agi,dsv__indoor,dsv__outdoor,dsv__mzd,jdn__mzd,jdn__waterfront,mosb,aaa_storage,zener_(wh),hauler_dg_storage,vijay_tanks,delivery_date
42,HVDC-ADOPT-HE-0067,E01,PRL-DAS-004-A2,2024-01-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,Optical Current Transducer EQ078,CIF,SEK,418525.6,22366.85,41852.56,482745.01,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130103356,Etihad Airways,,,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,,1.0,,,605.0,7.021,7.021,1170.5,2024-01-29,2024-01-29,2024-01-30,2024-01-30,2024-01-27,2024-02-01,2024-02-01,45323.0,47150.0,8563.0,8990.0,2025-07-08,,,,2024-02-02,,,,,,,,,,2024-02-02
43,HVDC-ADOPT-HE-0028,E01,PRL-SHU-003-O3 LOT1,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,44282.99,49490.48,588678.34,BELGIUM,Antwerp,Khalifa port,GOT36800057,MARIE Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,18975.0,104.4,104.4,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-12,2024-03-01,2024-03-01,45352.0,47150.0,0.0,117139.0,2024-03-05,,,,,,,,,,,,,,2024-03-05
44,HVDC-ADOPT-HE-0058,E01,PRL-MIR-003-O2 LOT1,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800061,MARIE Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,26550.0,135.9,135.9,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-13,2024-03-01,2024-03-02,45353.0,47150.0,0.0,240631.0,,2024-03-06,,,,,,,,,,,,,2024-03-06
45,HVDC-ADOPT-HE-0059,E01,PRL-MIR-003-O3 LOT1,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800061,MARIE Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,26550.0,135.9,135.9,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-13,2024-03-01,2024-03-02,45353.0,47150.0,,,,2024-03-07,,,,,,,,,,,,,2024-03-07
46,HVDC-ADOPT-HE-0060,E01,PRL-DAS-003-O4 LOT1,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,56366.12,49490.48,600761.47,BELGIUM,Antwerp,Khalifa port,GOT36800029,MARIE Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,26700.0,157.8,157.8,,2024-01-29,2024-01-29,2024-02-29,2024-02-29,2024-02-09,2024-03-01,2024-03-02,45353.0,47150.0,0.0,119272.0,,,2024-09-02 00:00:00,,,,,,,2024-03-07,,,,,2024-03-07
47,HVDC-ADOPT-PPL-0010,E02,HVDC-ADOPT-PPL-0010,2024-02-14 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,Single Core Bonding Cable,DAP,EUR,97000.0,800.0,1200.0,99000.0,OMAN,Muscat,UAE,,Road Tranport,,,,B,2,,,,,,,,,,,,,,,,,0.0,,,,1657.0,3.6,3.6,,2024-02-21,2024-02-21,2024-02-23,2024-02-23,2024-02-15,2024-02-23,2024-02-22,45344.0,47150.0,0.0,19996.0,,,,,,,,2024-02-23,,,,,,,2024-02-23
48,HVDC-ADOPT-PPL-0011,E02,HVDC-ADOPT-PPL-0011,2024-02-15 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,End Caps for Subsea Cable,DAP,EUR,35100.0,450.0,487.44,36037.44,FRANCE,CDG,Abu Dhabi Airport,607-31252196,Etihad Airways,,,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,0.0,,,,50.0,1.31,1.31,,2024-02-19,2024-02-19,2024-02-28,2024-02-28,2024-02-15,2024-03-05,2024-03-05,45356.0,47150.0,7179.0,7538.0,,,,,,,,2024-03-06,,,,,,,2024-03-06
49,HVDC-ADOPT-PPL-0012,E02,HVDC-ADOPT-PPL-0012,2024-02-23 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,"Outer Sheath Repair Kit for Subsea Cable -
 HVDC and Telecom",DAP,EUR,48587.0,4800.0,5034.16,58421.16,FRANCE,CDG,Abu Dhabi Airport,057-72107851,CASS ITALY,,,Aprile Spa - Milano,A,9,,,,,,,,,,,,,,,,,0.0,9.0,,,690.0,4.64,4.64,,2024-02-29,2024-02-29,2024-03-01,2024-03-01,2024-02-28,2024-03-05,2024-03-05,45356.0,47150.0,11638.0,12220.0,,,,,,,,2024-03-10,,,,,,,2024-03-10
50,HVDC-ADOPT-PPL-0013,E02,HVDC-ADOPT-PPL-0013,2024-02-27 00:00:00,5000675246,Prysmian,Elec,320kV HVDC Cable System,FO Land Termination and Cleats,DAP,EUR,121290.6,3514.0,1334.2,126138.8,UK,London,Abu Dhabi Airport,607-33358732,EY0026,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,502.0,2.97,2.97,,2024-02-28,2024-03-01,2024-03-02,2024-03-02,2024-02-29,2024-03-05,2024-03-05,45356.0,47150.0,25128.0,26384.0,,,,,,,,2024-03-06,,,,,,,2024-03-06
51,HVDC-ADOPT-SCT-0001,E08,HVDC-ADOPT-SCT-0001,2024-02-15 00:00:00,5000761114,Dong Yang,Elec,Cathodic Protection,Cathodic Protection Systems (1st),FOB,USD,38253.9,1020.0,535.55,39809.45,KOREA,Busan Port,Khalifa port,290-700-2402-027,YM WIDTH,,,,C,10,,,1.0,,,,,,,,,,,,,,1.0,,,,3408.0,11.244,11.244,,2024-02-15,2024-02-15,2024-03-22,2024-03-22,2024-02-16,2024-03-19,2024-03-21,45372.0,47150.0,5370.0,7579.0,2024-03-28,,,,,,,,,,,,,,2024-03-28
52,HVDC-ADOPT-SCT-0002,M01,HVDC-ADOPT-SCT-0002,2024-04-23 00:00:00,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (1st),FOB,USD,85700.0,7200.0,1030.0,93930.0,MALAYSIA,Port Klang,Khalifa port,KUL00001170,ALS FLORA,,,,C,16,1.0,,1.0,,,,,,,2.0,,,,,,,4.0,,,,15149.0,59.296,59.296,,2024-04-25,2024-04-25,2024-05-11,2024-05-11,2024-05-03,2024-05-13,2024-05-13,45425.0,47150.0,17248.0,18110.0,2024-05-16,,2024-05-15 00:00:00,,,,,,,,,,,,2024-05-15
53,HVDC-ADOPT-SEI-0001,E03,HVDC-ADOPT-SEI-0001,2024-02-20 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,MRC Cable with Static tank,CIF,JPY,5232598066.0,80408640.0,73109560.0,5386116266.0,JAPAN,Osaka,Mina Zayed,UHLF23199OSMI002,UHL Falcon,,United Heavy Lift GmbH & Co. KG,,B,5,,,,,,,,,,,,,,,,,0.0,,4242.88,,4465493.4,4116.48,4465.4934,,2024-02-20,2024-02-20,2024-03-19,2024-03-19,2024-03-08,2024-03-25,2024-03-25,45376.0,47150.0,6541169.0,6868227.0,,,,,,,,2024-03-28,,,,,,,2024-03-28
54,HVDC-ADOPT-SEI-0002,E03,HVDC-ADOPT-SEI-0002,2024-02-20 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Land & Spare Cable,CIF,JPY,197471824.0,6867252.6,3045676.96,207384753.6,JAPAN,Osaka,Mina Zayed,UHLF23199OSMI001,UHL Falcon,,United Heavy Lift GmbH & Co. KG,,B,5,,,,,,,,,,,,,,,,,0.0,,404.601,,127772.0,152.538,152.538,,2024-02-20,2024-02-20,2024-03-19,2024-03-19,2024-03-07,2024-03-25,2024-03-25,45376.0,47150.0,251859.0,264451.0,,,,,,,,2024-04-08,,,,,,,2024-04-08
55,HVDC-ADOPT-SIM-0001,E04-1,HVDC-ADOPT-SIM-0001,2024-01-24 00:00:00,SCT-19LT-PRC-PO-005,Siemens,Elec,400kV and 132kV New Converter GIS,LV Cable,CIF,EUR,227859.48,4320.0,3247.89272,235427.3727,BELGIUM,Antwerp,Khalifa port,MEDUAX400529,Eugen Maersk,,MAERSK,,C,28,,,2.0,,,,,,,,,,,,,,2.0,,,,26633.0,55.22,55.22,,2024-01-25,2024-02-09,2024-03-14,2024-03-14,2024-03-07,2024-03-14,2024-03-15,45366.0,47150.0,47149.0,49506.0,2024-03-28,2024-04-18,2024-04-04 00:00:00,2024-04-04,,2024-03-20,,,,2024-03-26,,,,,2024-03-20
56,HVDC-ADOPT-HE-0053,E01,PRL-SHU-002-O LOT3,2024-01-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers (Part of valve),DAP,SEK,49912800.0,386255.7,4991280.0,55290335.7,SWEDEN,Gothenburg,Khalifa port,GOT36800042,MSC Irene,,MSC,Scan Global Logistics AB,C,24,,,8.0,,,,,,,,,,,,,,8.0,,,,120000.0,351.1,351.1,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-23,2024-03-24,45375.0,47150.0,965406.0,1013676.0,2025-03-19,,,,2024-04-01,,,,,,,,,,2024-04-01
57,HVDC-ADOPT-HE-0054,E01,PRL-SHU-002-O1 LOT1,2024-01-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Serpentine, Light guides ( Part of Valve)",DAP,SEK,13883488.0,141138.82,1388348.8,15412975.62,SWEDEN,Gothenburg,Khalifa port,GOT36800041,MSC Irene,,MSC,Scan Global Logistics AB,C,32,,,3.0,,,,,,,,,,,,,,3.0,,,,10271.0,121.6,121.6,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-23,2024-03-24,45375.0,47150.0,269121.0,282577.0,2025-06-26,,,,2024-03-29,,,,,,,,,,2024-03-29
58,HVDC-ADOPT-HE-0056,E01,PRL-SHU-002-O2 LOT1,2024-01-27 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Bottom Shield, Side Shield, Corona Ring, Pipes",DAP,SEK,40782746.0,405774.28,4078274.6,45266794.88,SWEDEN,Gothenburg,Khalifa port,GOT36800058,MSC Irene,,MSC,Scan Global Logistics AB,C,94,,,14.0,,,,,,,,,,,,,,14.0,,,,61875.0,655.0,655.0,,2024-01-27,2024-01-27,2024-03-22,2024-03-22,2024-02-16,2024-03-25,2024-03-25,45376.0,47150.0,790388.0,829907.0,2025-06-30,,,,2024-04-04,2024-04-17,,,,,,,,,2024-04-04
59,HVDC-ADOPT-HE-0029,E01,PRL-ZAK-003-O1 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800063,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,24000.0,105.2,105.2,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-16,2024-03-06,2024-03-07,45358.0,47150.0,0.0,80060.0,,,,,,2024-03-14,,,,,,,,,2024-03-14
60,HVDC-ADOPT-HE-0071,E01,PRL-ZAK-003-O2 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,164968.29,18788.7,16496.82,200253.81,BELGIUM,Antwerp,Khalifa port,GOT36800064,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,1.0,,,,,,,,1.0,,,,12000.0,52.6,52.6,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-16,2024-03-06,2024-03-07,45358.0,47150.0,0.0,40030.0,,,,,,2024-03-14,,,,,,,,,2024-03-14
61,HVDC-ADOPT-HE-0061,E01,PRL-DAS-003-O5 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,329936.58,37577.41,32993.65,400507.64,BELGIUM,Antwerp,Khalifa port,GOT36800030-001,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,17800.0,105.2,105.2,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-20,2024-03-06,2024-03-08,45359.0,47150.0,0.0,119907.0,,,2024-09-02 00:00:00,,,,,,,2024-03-14,,,,,2024-03-14
62,HVDC-ADOPT-HE-0074,E01,PRL-DAS-003-O6 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,164968.29,18788.7,16496.82,200253.81,BELGIUM,Antwerp,Khalifa port,GOT36800030-002,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,1.0,,,,,,,1.0,,,,8900.0,52.6,52.6,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-22,2024-03-06,2024-03-08,45359.0,47150.0,0.0,,,,2024-09-02 00:00:00,,,,,,,2024-03-14,,,,,2024-03-14
63,HVDC-ADOPT-HE-0072,E01,PRL-MIR-003-O4 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,61622.1,49490.48,606017.45,BELGIUM,Antwerp,Khalifa port,GOT36800059,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,26550.0,135.9,135.9,,2024-02-04,2024-02-04,2024-03-13,2024-03-13,2024-02-16,2024-03-06,2024-03-07,45358.0,47150.0,0.0,121141.0,,2024-03-11,,,,,,,,,,,,,2024-03-11
64,HVDC-ADOPT-HE-0057,E01,PRL-SHU-003-O4 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,494904.87,44282.97,49490.48,588678.32,BELGIUM,Antwerp,Khalifa port,GOT36800062-001,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,1.0,,,,,,,1.0,,,,18975.0,104.4,104.4,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-20,2024-03-06,2024-03-08,45359.0,47150.0,0.0,157983.0,2024-03-12,,,,,,,,,,,,,,2024-03-12
65,HVDC-ADOPT-HE-0075,E01,PRL-SHU-003-O5 LOT1,2024-02-04 00:00:00,4572116646,Hitachi,Elec,Main Converter,Single-phase converter reactor,DAP,EUR,164968.29,14760.99,16496.82,196226.1,BELGIUM,Antwerp,Khalifa port,GOT36800062-002,EDITH Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,1.0,,,,,,,1.0,,,,6325.0,34.8,34.8,,2024-02-04,2024-02-04,2024-03-06,2024-03-06,2024-02-22,2024-03-06,2024-03-08,45359.0,47150.0,0.0,,2024-03-12,,,,,,,,,,,,,,2024-03-12
66,HVDC-ADOPT-HE-0069,E01,PRL-SHU-002-O1 LOT5,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Bottom Shield, Side Shield",DAP,SEK,9978757.0,99285.19,997875.7,11075917.89,SWEDEN,Gothenburg,Khalifa port,GOT36800067,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,23,,,5.0,,,,,,,,,,,,,,5.0,,,,26470.0,214.7,214.7,,2024-01-30,2024-01-30,2024-03-13,2024-03-13,2024-03-15,2024-03-14,2024-03-15,45366.0,47150.0,197593.0,207472.0,2024-03-23,,,,,,,,,,,,,,2024-03-23
67,HVDC-ADOPT-HE-0070,E01,PRL-SHU-002-O2 LOT5,2024-01-29 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Serpentine, Cooling media",DAP,SEK,4338590.0,43167.47,433859.0,4815616.47,SWEDEN,Gothenburg,Khalifa port,GOT36800043,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,10,,,1.0,,,,,,,,,,,,,,1.0,,,,3170.0,43.3,43.3,,2024-01-30,2024-01-30,2024-03-13,2024-03-13,2024-03-15,2024-03-14,2024-03-15,45366.0,47150.0,85910.0,90205.0,2025-06-26,,,,2024-03-19,,,,,,,,,,2024-03-19
68,HVDC-ADOPT-HE-0068-1,E01,PRL-SHU-002-O LOT4-1,2024-02-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,31195500.0,241409.81,3119550.0,34556459.81,SWEDEN,Gothenburg,Khalifa port,GOT36800044,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,15,,,5.0,,,,,,,,,,,,,,5.0,,,,75000.0,219.45,219.45,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-03-23,2024-03-20,2024-03-22,45373.0,47150.0,607451.0,637823.0,2025-03-19,,,,2024-03-28,,,,,,,,,,2024-03-28
69,HVDC-ADOPT-HE-0080-1,E01,PRL-SHU-002-O LOT7-1,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Side Shields, Conductor (Part of Valve)",DAP,SEK,16052783.0,161878.03,1605278.3,17819939.33,SWEDEN,Gothenburg,Khalifa port,GOT36800046,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,37,,,15.0,,,,,,,,,,,,,,15.0,,,,39347.0,393.0,393.0,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-02-21,2024-03-20,2024-03-22,45373.0,47150.0,313248.0,328910.0,2024-04-04,,,,,,,,,,,,,,2024-04-04
70,HVDC-ADOPT-HE-0081,E01,PRL-SHU-002-O LOT6,2024-02-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,62391000.0,482819.62,6239100.0,69112919.62,SWEDEN,Gothenburg,Khalifa port,GOT36800047,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,30,,,10.0,,,,,,,,,,,,,,10.0,,,,150000.0,438.8,438.8,,2024-02-08,2024-02-08,2024-03-19,2024-03-19,2024-03-22,2024-03-20,2024-03-22,45373.0,47150.0,1214902.0,1275647.0,2025-03-19,,,,2024-03-28,,,,,,,,,,2024-03-28
71,HVDC-ADOPT-HE-0073,E01,PRL-MIR-003-O5 LOT1,2024-02-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,164968.29,20540.7,16496.82,202005.81,BELGIUM,Antwerp,Khalifa port,GOT36800060-001,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,1.0,,,,,,,1.0,,,,8850.0,45.3,45.3,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-26,2024-03-14,2024-03-15,45366.0,47150.0,0.0,80910.0,,2024-03-20,,,,,,,,,,,,,2024-03-20
72,HVDC-ADOPT-HE-0078,E01,PRL-MIR-003-O6 LOT1 Spare,2024-02-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,164968.29,20540.7,16496.82,202005.81,BELGIUM,Antwerp,Khalifa port,GOT36800060-002,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,8850.0,45.3,45.3,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-26,2024-03-14,2024-03-15,45366.0,47150.0,,,,2024-03-20,,,,,,,,,,,,,2024-03-20
73,HVDC-ADOPT-HE-0030,E01,PRL-ZAK-003-O3 LOT1,2024-02-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,24000.0,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,45366.0,47150.0,0.0,240626.0,,,,,,2024-03-21,,,,,,,,,2024-03-21
74,HVDC-ADOPT-HE-0076,E01,PRL-ZAK-003-O4 LOT1,2024-02-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,24000.0,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,45366.0,47150.0,,,,,,,,2024-03-20,,,,,,,,,2024-03-20
75,HVDC-ADOPT-HE-0077,E01,PRL-ZAK-003-O5 LOT1,2024-02-09 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800037,Eugen Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,24000.0,105.2,105.2,,2024-02-09,2024-02-09,2024-03-13,2024-03-13,2024-02-20,2024-03-15,2024-03-15,45366.0,47150.0,,,,,,,,2024-03-20,,,,,,,,,2024-03-20
76,HVDC-ADOPT-HE-0068-2,E01,PRL-SHU-002-O LOT4-2,2024-02-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,43673700.0,337973.74,4367370.0,48379043.74,SWEDEN,Gothenburg,Khalifa port,GOT36800082,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,21,,,7.0,,,,,,,,,,,,,,7.0,,,,105000.0,307.23,307.23,,2024-02-10,2024-02-10,2024-03-27,2024-03-27,2024-02-21,2024-03-29,2024-03-29,45380.0,47150.0,833359.0,875026.0,2025-03-19,,,,2024-04-15,,,,,,,,,,2024-04-15
77,HVDC-ADOPT-HE-0080-2,E01,PRL-SHU-002-O LOT7-2,2024-02-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,Top Part Installation,DAP,SEK,1301577.0,10791.87,130157.7,1442526.57,SWEDEN,Gothenburg,Khalifa port,GOT36800083,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,3,,,1.0,,,,,,,,,,,,,,1.0,,,,3927.0,27.1,27.1,,2024-02-10,2024-02-10,2024-03-27,2024-03-27,2024-02-21,2024-03-29,2024-03-30,45381.0,47150.0,24789.0,26028.0,2024-04-17,,,,,,,,,,,,,,2024-04-17
78,HVDC-ADOPT-HE-0031,E01,PRL-ZAK-003-O6 LOT1,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,329936.58,37577.4,32993.65,400507.63,BELGIUM,Antwerp,Khalifa port,GOT36800038,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,24000.0,105.2,105.2,,2024-02-15,2024-02-15,2024-03-19,2024-03-19,2024-02-20,2024-03-20,2024-03-22,45373.0,47150.0,0.0,80043.0,,,,,,2024-03-27,,,,,,,,,2024-03-27
79,HVDC-ADOPT-HE-0055,E01,PRL-SHU-002-O LOT2,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,Top Part Installation,DAP,SEK,15618924.0,158781.24,1561892.4,17339597.64,SWEDEN,Gothenburg,Khalifa port,GOT36800045,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,36,,,,,,,,,,6.0,,,,,,,6.0,,,,37440.0,469.3,469.3,,2024-02-15,2024-02-15,2024-03-27,2024-03-27,2024-04-01,2024-03-28,2024-03-29,45380.0,47150.0,298685.0,313619.0,2024-04-23,,,,,,,,,,,,,,2024-04-23
80,HVDC-ADOPT-HE-0082,E01,PRL-SHU-002-O2 LOT9,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Serpentine, commissioning spare",DAP,SEK,2169295.0,21583.73,216929.5,2407808.23,SWEDEN,Gothenburg,Khalifa port,GOT36800048,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,5,,,1.0,,,,,,,,,,,,,,1.0,,,,1815.0,26.0,26.0,,2024-02-15,2024-02-15,2024-03-27,2024-03-27,2024-02-22,2024-03-29,2024-03-30,45381.0,47150.0,41376.0,43445.0,2025-07-08,,,,2024-04-02,,,,,,,,,,2024-04-02
81,HVDC-ADOPT-HE-0083,E01,PRL-SHU-002-O1 LOT9,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Side Shields, Insulator",DAP,SEK,6507885.0,64751.21,650788.5,7223424.71,SWEDEN,Gothenburg,Khalifa port,GOT36800081,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,15,,,4.0,,,,,,,,,,,,,,4.0,,,,12110.0,117.0,117.0,,2024-02-15,2024-02-15,2024-03-27,2024-03-27,2024-02-23,2024-03-28,2024-03-30,45381.0,47150.0,124128.0,130334.0,2024-04-17,,,,,,,,,,,,,,2024-04-17
82,HVDC-ADOPT-HE-0084-1,E01,PRL-SHU-002-O LOT 8-1,2024-02-15 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,106064700.0,820793.36,10606470.0,117491963.4,SWEDEN,Gothenburg,Khalifa port,GOT36800049,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,51,,,17.0,,,,,,,,,,,,,,17.0,,,,255000.0,746.02,746.02,,2024-02-15,2024-02-15,2024-03-27,2024-03-27,2024-02-22,2024-03-28,2024-03-30,45381.0,47150.0,2018982.0,2119931.0,2025-03-19,,,,2024-04-06,,,,,,,,,,2024-04-06
83,HVDC-ADOPT-HE-0079,E01,PRL-ZAK-003-O8 LOT1 Spare,2024-02-20 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors Spare,DAP,EUR,164968.29,18788.7,16496.82,200253.81,Austria,Antwerp,Khalifa port,GOT36800039-002,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,12000.0,52.6,52.6,,2024-02-20,2024-02-20,2024-03-27,2024-03-27,2024-02-26,2024-03-28,2024-03-30,45381.0,47150.0,0.0,79386.0,,,,,,2024-04-04,,,,,,,,,2024-04-04
84,HVDC-ADOPT-HE-0032,E01,PRL-ZAK-003-O7 LOT1,2024-02-20 00:00:00,4572116646,Hitachi,Elec,Main Converter,Converter Reactors,DAP,EUR,164968.29,18788.7,16496.82,200253.81,Austria,Antwerp,Khalifa port,GOT36800039-001,ELLY Maersk,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,1.0,,,,,,,1.0,,,,12000.0,52.6,52.6,,2024-02-20,2024-02-20,2024-03-27,2024-03-27,2024-02-26,2024-03-28,2024-03-30,45381.0,47150.0,0.0,,,,,,,2024-04-04,,,,,,,,,2024-04-04
